UF;Município;Região Turística;Domésticos;Internacionais;Estabelecimentos;Empregos;Arrecadação de Impostos;Categoria
PE;Petrolândia;ILHAS E LAGOS DO SÃO FRANCISCO;12.583;553;3;10;0.0;D
PE;Petrolina;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;168.301;5.140;29;319;2744406.0;B
PE;Primavera;ÁGUAS DA MATA SUL;0;0;0;0;0.0;D
PE;Recife;HISTÓRIA E MAR;3.715.522;124.979;117;2.695;367000000000000,00;A
PE;Rio Formoso;Rota 60 - Litoral Sul;903;0;1;8;0.0;D
PE;Sairé;SERRAS E ARTES DE PERNAMBUCO;756;0;1;45;0.0;D
PE;São Benedito do Sul;ÁGUAS DA MATA SUL;1.844;0;1;9;0.0;D
PE;São Joaquim do Monte;ENCANTOS DO AGRESTE;2.733;0;1;3;0.0;D
PE;São José da Coroa Grande;Rota 60 - Litoral Sul;219.748;302;4;14;0.0;B
PE;São José do Belmonte;CANGAÇO E LAMPIÃO;15.729;0;3;4;0.0;D
PE;São José do Egito;TERRITÓRIO DA POESIA E DA CANTORIA;14.035;315;1;3;0.0;D
PE;São Lourenço da Mata;ENGENHOS E MARACATUS;14.505;414;2;12;0.0;D
PE;Serra Talhada;CANGAÇO E LAMPIÃO;89.966;474;16;126;342563.0;B
PE;Serrita;CHAPADA DO ARARIPE GONZAGUEANO;3.499;0;0;0;0.0;D
PE;Sertânia;TERRITÓRIO DA POESIA E DA CANTORIA;35.790;125;1;2;0.0;D
PE;Sirinhaém;Rota 60 - Litoral Sul;5.816;252;1;2;0.0;D
PE;Surubim;Encantos da Nossa Gente: Serras, Raízes Culturais,;21.971;80;6;37;0.0;C
PE;Tacaratu;ILHAS E LAGOS DO SÃO FRANCISCO;5.305;116;0;0;0.0;D
PE;Tamandaré;Rota 60 - Litoral Sul;395.296;3.147;26;224;2665340.0;B
PE;Taquaritinga do Norte;MODA E ECOTURISMO;903;0;2;3;0.0;D
PE;Trindade;CHAPADA DO ARARIPE GONZAGUEANO;17.969;555;1;6;0.0;D
PE;Triunfo;CANGAÇO E LAMPIÃO;12.098;72;6;33;0.0;C
PE;Tupanatinga;FÉ E ARTE;29.010;0;0;0;0.0;D
PE;Vicência;ENGENHOS E MARACATUS;14.505;108;0;0;0.0;D
PE;Vitória de Santo Antão;SERRAS E ARTES DE PERNAMBUCO;69.830;794;5;35;0.0;C
PI;Acauã;Polo Histórico Cultural;0;0;0;0;0.0;E
PI;Água Branca;Polo Teresina;21.090;0;0;0;0.0;D
PI;Amarante;Polo Histórico Cultural;16.273;0;0;0;0.0;D
PI;Barras;Polo das Águas;60.711;0;1;1;0.0;C
PI;Batalha;Polo das Águas;17.947;0;0;0;0.0;D
PI;Belém do Piauí;Polo Histórico Cultural;0;0;0;0;0.0;D
PI;Beneditinos;Polo Teresina;983;0;0;0;0.0;D
PI;Bom Jesus;Polo das Nascentes;42.735;0;4;28;0.0;C
PI;Bom Princípio do Piauí;Polo Costa do Delta;0;0;0;0;0.0;E
PI;Buriti dos Montes;Polo Aventura e Mistério;0;0;0;0;0.0;E
PI;Cajazeiras do Piauí;Polo Histórico Cultural;492;0;0;0;0.0;D
PI;Cajueiro da Praia;Polo Costa do Delta;3.656;802;10;97;0.0;C
PI;Castelo do Piauí;Polo Aventura e Mistério;19.577;0;0;0;0.0;D
PI;Cocal;Polo Aventura e Mistério;950;0;0;0;0.0;D
PI;Coronel José Dias;Polo das Origens;0;0;0;0;0.0;E
PI;Corrente;Polo das Nascentes;54.742;0;4;7;0.0;C
PI;Cristino Castro;Polo das Nascentes;4.081;0;3;24;0.0;D
PI;Currais;Polo das Nascentes;0;0;0;0;0.0;E
PI;Floriano;Polo Histórico Cultural;154.364;64;12;121;1089540.0;B
PI;Francinópolis;Polo Histórico Cultural;676;0;0;0;0.0;D
PI;Ilha Grande;Polo Costa do Delta;0;4.834;0;0;0.0;D
PI;Inhuma;Polo Histórico Cultural;726;0;0;0;0.0;D
PI;José de Freitas;Polo Teresina;10.733;0;0;0;0.0;D
PI;Juazeiro do Piauí;Polo Aventura e Mistério;4.341;0;0;0;0.0;D
PI;Luís Correia;Polo Costa do Delta;136.173;988;18;138;601808.0;B
PI;Marcolândia;Polo Histórico Cultural;903;0;2;8;0.0;D
PI;Monsenhor Gil;Polo Teresina;2.151;0;0;0;0.0;D
PI;Oeiras;Polo Histórico Cultural;20.990;0;7;16;0.0;C
PI;Parnaíba;Polo Costa do Delta;457.364;4.759;30;229;793258.0;B
PI;Patos do Piauí;Polo Histórico Cultural;0;0;0;0;0.0;E
PI;Pedro II;Polo Aventura e Mistério;19.929;222;2;7;0.0;D
PI;Pimenteiras;Polo Histórico Cultural;5.158;0;0;0;0.0;D
PI;Piripiri;Polo Aventura e Mistério;89.985;75;6;13;0.0;C
PI;Regeneração;Polo Histórico Cultural;4.052;0;1;6;0.0;D
PI;Santa Cruz dos Milagres;Polo Teresina;15.706;0;0;0;0.0;D
PI;São João do Piauí;Polo das Origens;2.980;225;3;17;0.0;D
PI;São Raimundo Nonato;Polo das Origens;43.251;607;6;36;0.0;C
PI;Teresina;Polo Teresina;1.763.164;9.766;54;840;10800000000000,00;A
PI;Valença do Piauí;Polo Histórico Cultural;14.345;0;1;4;0.0;D
RJ;Angra dos Reis;COSTA VERDE;841.279;157.173;89;612;138000000000000,00;A
RJ;Aperibé;ÁGUAS DO NOROESTE;7.494;0;2;19;0.0;D
RJ;Araruama;COSTA DO SOL;198.492;2.259;9;55;190393.0;B
RJ;Areal;CAMINHOS COLONIAIS;0;0;2;15;0.0;D
RJ;Armação dos Búzios;COSTA DO SOL;671.819;320.320;209;2.374;328000000000000,00;A
RJ;Arraial do Cabo;COSTA DO SOL;260.542;40.933;46;368;4168108.0;B
RJ;Barra do Piraí;VALE DO CAFÉ;25.342;935;18;293;801338.0;B
RJ;Barra Mansa;VALE DO CAFÉ;24.183;656;14;115;1554994.0;C
RJ;Belford Roxo;BAIXADA VERDE;10.381;0;2;30;0.0;D
RJ;Bom Jardim;CAMINHOS DA SERRA;0;0;4;25;0.0;D
RJ;Bom Jesus do Itabapoana;ÁGUAS DO NOROESTE;0;0;3;17;0.0;D
RJ;Cabo Frio;COSTA DO SOL;1.209.539;41.049;89;954;115000000000000,00;A
RJ;Cachoeiras de Macacu;SERRA VERDE IMPERIAL;0;82;11;32;267227.0;C
RJ;Cambuci;ÁGUAS DO NOROESTE;2.700;0;0;0;0.0;D
RJ;Campos dos Goytacazes;COSTA DOCE;398.380;5.276;34;340;3181344.0;B
RJ;Carapebus;COSTA DO SOL;0;0;0;0;0.0;E
RJ;Cardoso Moreira;COSTA DOCE;19.975;0;0;0;0.0;D
RJ;Carmo;CAMINHOS DA SERRA;27.911;0;3;5;0.0;D
RJ;Casimiro de Abreu;COSTA DO SOL;28.116;2.932;8;18;0.0;C
RJ;Comendador Levy Gasparian;CAMINHOS COLONIAIS;2.700;0;0;0;0.0;D
RJ;Cordeiro;CAMINHOS DA SERRA;15.802;140;2;6;0.0;D
RJ;Duas Barras;CAMINHOS DA SERRA;0;0;0;0;0.0;D
RJ;Duque de Caxias;BAIXADA VERDE;103.672;1.155;14;298;3907243.0;B
RJ;Engenheiro Paulo de Frontin;VALE DO CAFÉ;8.699;80;6;60;0.0;C
RJ;Guapimirim;SERRA VERDE IMPERIAL;5.215;441;5;60;0.0;D
RJ;Iguaba Grande;COSTA DO SOL;55.183;262;2;7;0.0;C
RJ;Itaguaí;COSTA VERDE;60.254;1.034;16;135;1286525.0;B
RJ;Italva;ÁGUAS DO NOROESTE;117.349;0;1;7;0.0;C
RJ;Itaperuna;ÁGUAS DO NOROESTE;175.606;1.146;21;251;1693154.0;B
RJ;Itatiaia;AGULHAS NEGRAS;90.194;2.916;98;721;6129579.0;B
RJ;Japeri;BAIXADA VERDE;30.201;130;0;0;0.0;D
RJ;Macaé;COSTA DO SOL;486.356;15.241;59;1.275;8103191.0;A
RJ;Macuco;CAMINHOS DA SERRA;0;0;1;4;0.0;D
RJ;Magé;BAIXADA VERDE;13.395;82;7;35;143737.0;C
RJ;Maricá;COSTA DO SOL;94.745;1.509;7;26;0.0;C
RJ;Mendes;VALE DO CAFÉ;7.494;850;3;15;0.0;D
RJ;Mesquita;BAIXADA VERDE;5.782;0;1;2;0.0;D
RJ;Miguel Pereira;VALE DO CAFÉ;56.076;661;13;171;1044471.0;C
RJ;Natividade;ÁGUAS DO NOROESTE;7.494;0;0;0;0.0;D
RJ;Nilópolis;BAIXADA VERDE;22.296;130;4;58;0.0;D
RJ;Niterói;METROPOLITANA;240.687;19.548;32;609;8506356.0;B
RJ;Nova Friburgo;SERRA VERDE IMPERIAL;251.467;5.344;51;371;3490055.0;B
RJ;Nova Iguaçu;BAIXADA VERDE;31.810;1.855;8;85;2281210.0;C
RJ;Paracambi;VALE DO CAFÉ;35.814;276;4;25;0.0;C
RJ;Paraíba do Sul;VALE DO CAFÉ;37.774;0;6;21;195850.0;C
RJ;Paraty;COSTA VERDE;404.233;127.665;179;967;119000000000000,00;A
RJ;Paty do Alferes;VALE DO CAFÉ;2.350;129;4;43;0.0;D
RJ;Petrópolis;SERRA VERDE IMPERIAL;202.749;15.066;82;988;109000000000000,00;A
RJ;Pinheiral;VALE DO CAFÉ;7.494;0;1;8;0.0;D
RJ;Piraí;VALE DO CAFÉ;28.622;70;8;123;1491070.0;C
RJ;Quissamã;COSTA DO SOL;28.622;0;4;7;0.0;D
RJ;Resende;AGULHAS NEGRAS;142.391;4.897;24;347;2703529.0;B
RJ;Rio Bonito;Caminhos da Mata;50.303;276;7;27;0.0;C
RJ;Rio Claro;VALE DO CAFÉ;29.309;268;0;0;0.0;D
RJ;Rio das Flores;VALE DO CAFÉ;13.413;274;1;1;0.0;D
RJ;Rio das Ostras;COSTA DO SOL;347.607;5.394;38;147;1202230.0;B
RJ;Rio de Janeiro;METROPOLITANA;7.119.416;1.651.696;431;17.946;40200000000000000,00;A
RJ;São Fidélis;COSTA DOCE;15.802;130;2;15;0.0;D
RJ;São João da Barra;COSTA DOCE;143.304;312;7;13;0.0;C
RJ;São João de Meriti;BAIXADA VERDE;43.018;422;14;358;2530744.0;B
RJ;Sapucaia;CAMINHOS COLONIAIS;0;207;5;20;0.0;D
RJ;Saquarema;COSTA DO SOL;178.115;3.231;25;92;1030468.0;B
RJ;Seropédica;BAIXADA VERDE;13.667;274;3;20;0.0;D
RJ;Silva Jardim;Caminhos da Mata;0;245;2;1;0.0;D
RJ;Tanguá;Caminhos da Mata;20.761;0;1;3;0.0;D
RJ;Teresópolis;SERRA VERDE IMPERIAL;226.279;5.499;43;687;102000000000000,00;B
RJ;Trajano de Moraes;CAMINHOS DA SERRA;12.051;0;0;0;0.0;D
RJ;Três Rios;CAMINHOS COLONIAIS;13.129;477;11;105;543042.0;C
RJ;Valença;VALE DO CAFÉ;13.063;1.252;40;335;3902679.0;B
RJ;Varre-Sai;ÁGUAS DO NOROESTE;0;0;0;0;0.0;E
RJ;Vassouras;VALE DO CAFÉ;35.714;611;10;170;1602907.0;C
RJ;Volta Redonda;VALE DO CAFÉ;36.349;4.533;17;225;736029.0;B
RN;Acari;Polo Seridó;2.090;0;2;4;0.0;D
RN;Alexandria;Polo Serrano;1.844;170;0;0;0.0;D
RN;Alto do Rodrigues;POLO DO SERTÃO PARA O MAR;0;0;2;7;0.0;D
RN;Angicos;POLO CABUGI CENTRAL;5.082;52;0;0;0.0;D
RN;Apodi;Polo Serrano;66.870;0;2;8;0.0;C
RN;Areia Branca;Polo Costa Branca;53.377;394;6;35;0.0;C
RN;Arês;Polo Costa das Dunas;0;0;0;0;0.0;E
RN;Baía Formosa;Polo Costa das Dunas;74.326;533;9;46;276508.0;C
RN;Baraúna;Polo Costa Branca;29.010;66;2;20;0.0;D
RN;Barcelona;POLO POTENGI;5.688;0;0;0;0.0;D
RN;Brejinho;Polo Agreste/Trairi;5.082;0;0;0;0.0;D
RN;Caicó;Polo Seridó;162.441;232;9;39;287951.0;B
RN;Campo Redondo;Polo Agreste/Trairi;0;0;0;0;0.0;E
RN;Canguaretama;Polo Costa das Dunas;34.083;64;10;58;262354.0;C
RN;Caraúbas;Polo Serrano;47.316;0;2;17;0.0;C
RN;Ceará-Mirim;Polo Costa das Dunas;35.618;120;4;9;0.0;D
RN;Cerro Corá;Polo Seridó;18.306;0;1;4;0.0;D
RN;Currais Novos;Polo Seridó;36.274;197;7;36;0.0;C
RN;Extremoz;Polo Costa das Dunas;25.072;753;3;4;0.0;D
RN;Felipe Guerra;Polo Serrano;3.499;0;2;7;0.0;D
RN;Fernando Pedroza;POLO CABUGI CENTRAL;0;0;0;0;0.0;E
RN;Florânia;Polo Seridó;26.807;0;0;0;0.0;D
RN;Galinhos;POLO DO SERTÃO PARA O MAR;2.695;387;4;21;0.0;D
RN;Guamaré;POLO DO SERTÃO PARA O MAR;29.649;0;6;30;0.0;C
RN;Itajá;POLO VALE MAR;0;0;1;2;0.0;D
RN;Janduís;Polo Serrano;0;0;0;0;0.0;E
RN;Jardim do Seridó;Polo Seridó;5.385;0;0;0;0.0;D
RN;José da Penha;Polo Serrano;14.505;0;0;0;0.0;D
RN;Lagoa Nova;Polo Seridó;0;0;1;1;0.0;D
RN;Lajes;POLO CABUGI CENTRAL;9.626;484;1;1;0.0;D
RN;Lajes Pintadas;Polo Agreste/Trairi;31.601;0;0;0;0.0;D
RN;Lucrécia;Polo Serrano;0;64;0;0;0.0;D
RN;Macau;POLO DO SERTÃO PARA O MAR;24.953;223;3;10;0.0;D
RN;Major Sales;Polo Serrano;0;0;0;0;0.0;E
RN;Martins;POLO ROTA DO FRIO;36.119;0;4;43;0.0;C
RN;Maxaranguape;Polo Costa das Dunas;9.564;327;5;46;0.0;D
RN;Monte das Gameleiras;POLO SERRAS DO AGRESTE POTIGUAR;303;0;1;17;0.0;D
RN;Mossoró;Polo Costa Branca;183.638;1.708;23;448;3698053.0;B
RN;Natal;Polo Costa das Dunas;3.163.130;138.309;170;4.379;603000000000000,00;A
RN;Nísia Floresta;Polo Costa das Dunas;4.647;60;5;19;0.0;D
RN;Olho d'Água do Borges;Polo Serrano;0;0;0;0;0.0;D
RN;Parelhas;Polo Seridó;1.045;190;2;5;0.0;D
RN;Parnamirim;Polo Costa das Dunas;84.314;303;14;76;534516.0;C
RN;Passa e Fica;POLO SERRAS DO AGRESTE POTIGUAR;7.186;0;0;0;0.0;D
RN;Patu;Polo Serrano;15.852;0;0;0;0.0;D
RN;Pau dos Ferros;Polo Serrano;38.758;0;4;19;0.0;C
RN;Pendências;POLO DO SERTÃO PARA O MAR;6.127;0;1;1;0.0;D
RN;Portalegre;POLO ROTA DO FRIO;3.499;0;1;10;0.0;D
RN;Porto do Mangue;POLO VALE MAR;0;0;0;0;0.0;E
RN;Riacho da Cruz;POLO ROTA DO FRIO;5.457;0;0;0;0.0;D
RN;Riachuelo;POLO POTENGI;15.247;0;0;0;0.0;D
RN;Rio do Fogo;Polo Costa das Dunas;4.816;0;3;31;0.0;D
RN;Santa Cruz;Polo Agreste/Trairi;67.583;297;6;28;0.0;C
RN;Santa Maria;POLO POTENGI;0;0;1;4;0.0;D
RN;São Francisco do Oeste;Polo Serrano;3.064;0;0;0;0.0;D
RN;São Gonçalo do Amarante;Polo Costa das Dunas;10.165;0;0;0;0.0;D
RN;São João do Sabugi;Polo Seridó;10.601;0;0;0;0.0;D
RN;São José do Campestre;POLO SERRAS DO AGRESTE POTIGUAR;0;0;0;0;0.0;D
RN;São Miguel;Polo Serrano;7.002;375;2;3;0.0;D
RN;São Miguel do Gostoso;Polo Costa das Dunas;5.385;1.828;28;165;1056218.0;B
RN;São Paulo do Potengi;POLO POTENGI;1.347;477;1;0;0.0;D
RN;São Tomé;POLO POTENGI;3.437;0;0;0;0.0;D
RN;Senador Georgino Avelino;Polo Costa das Dunas;0;0;0;0;0.0;E
RN;Serra Caiada;Polo Agreste/Trairi;0;0;0;0;0.0;E
RN;Serra de São Bento;POLO SERRAS DO AGRESTE POTIGUAR;0;0;2;10;0.0;D
RN;Serra do Mel;Polo Costa Branca;0;0;0;0;0.0;E
RN;Serrinha dos Pintos;POLO ROTA DO FRIO;0;0;0;0;0.0;E
RN;Sítio Novo;Polo Agreste/Trairi;0;0;0;0;0.0;E
RN;Tangará;Polo Agreste/Trairi;0;0;0;0;0.0;D
RN;Tenente Laurentino Cruz;Polo Seridó;0;0;0;0;0.0;E
RN;Tibau;Polo Costa Branca;133.494;664;2;7;0.0;C
RN;Tibau do Sul;Polo Costa das Dunas;46.105;72.601;94;1.043;9638275.0;A
RN;Timbaúba dos Batistas;Polo Seridó;0;0;0;0;0.0;E
RN;Touros;Polo Costa das Dunas;31.930;136;7;48;0.0;C
RN;Umarizal;Polo Serrano;0;0;0;0;0.0;D
RN;Viçosa;POLO ROTA DO FRIO;0;0;0;0;0.0;E
RS;Água Santa;Rota das Araucárias;0;0;0;0;0.0;E
RS;Agudo;Região Turística da Quarta Colônia;0;0;2;7;0.0;D
RS;Ajuricaba;Rota das Águas,Culturas e Sabores;1.688;0;0;0;0.0;D
RS;Alecrim;Rota do Rio Uruguai;3.410;0;0;0;0.0;D
RS;Alegrete;Pampa Gaúcho;93.745;1.421;8;57;602859.0;C
RS;Alegria;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Alpestre;Rota Águas e Pedras;11.214;140;0;0;0.0;D
RS;Alto Alegre;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Alto Feliz;Vale da Felicidade;0;0;0;0;0.0;E
RS;Ametista do Sul;Rota Águas e Pedras;11.214;0;3;11;0.0;D
RS;André da Rocha;Uva e Vinho;2.236;0;0;0;0.0;D
RS;Anta Gorda;Vale do Taquari;0;2;2;2;0.0;D
RS;Antônio Prado;Uva e Vinho;3.026;64;2;14;0.0;D
RS;Arambaré;Costa Doce Gaúcha;16.472;0;4;4;0.0;D
RS;Araricá;Vale Germânico;0;0;0;0;0.0;E
RS;Arroio do Meio;Vale do Taquari;34.317;165;1;3;0.0;D
RS;Arroio do Padre;Costa Doce Gaúcha;0;0;0;0;0.0;E
RS;Arroio do Sal;Litoral Norte Gaúcho;57.509;2.594;14;48;327527.0;C
RS;Arroio dos Ratos;Imperial Carbonífera;1.125;0;1;1;0.0;D
RS;Arroio do Tigre;Centro-Serra;0;0;1;1;0.0;D
RS;Arroio Grande;Costa Doce Gaúcha;14.888;50;0;0;0.0;D
RS;Arvorezinha;Vale do Taquari;14.888;0;1;4;0.0;D
RS;Augusto Pestana;Rota das Águas,Culturas e Sabores;1.683;0;1;2;0.0;D
RS;Áurea;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Bagé;Pampa Gaúcho;274.902;1.639;12;124;1264817.0;B
RS;Balneário Pinhal;Litoral Norte Gaúcho;28.494;0;2;13;0.0;D
RS;Barão;Vale da Felicidade;0;0;0;0;0.0;E
RS;Barão de Cotegipe;Rota Termas e Lagos;0;0;1;3;0.0;D
RS;Barão do Triunfo;Imperial Carbonífera;0;366;0;0;0.0;D
RS;Barracão;Rota das Araucárias;0;0;1;2;0.0;D
RS;Barra do Guarita;Rota do Yucumã;0;0;0;0;0.0;E
RS;Barra do Quaraí;Fronteira;0;0;0;0;0.0;E
RS;Barra do Ribeiro;Costa Doce Gaúcha;2.236;0;0;0;0.0;D
RS;Barra do Rio Azul;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Barros Cassal;Alto da Serra do Botucaraí;0;77;1;1;0.0;D
RS;Benjamin Constant do Sul;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Bento Gonçalves;Uva e Vinho;164.856;6.627;17;543;7003433.0;B
RS;Boa Vista do Buricá;Rota do Rio Uruguai;12.746;0;3;11;0.0;D
RS;Boa Vista do Cadeado;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Boa Vista do Incra;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Bom Jesus;Campos de Cima da Serra;0;0;2;8;0.0;D
RS;Bom Princípio;Vale da Felicidade;24.956;170;1;1;0.0;D
RS;Bom Retiro do Sul;Vale do Taquari;1.125;0;0;0;0.0;D
RS;Boqueirão do Leão;Vale do Taquari;24.956;0;0;0;0.0;D
RS;Bossoroca;Rota Missões;0;0;0;0;0.0;E
RS;Braga;Rota do Yucumã;0;0;0;0;0.0;E
RS;Brochier;Vale da Felicidade;0;0;0;0;0.0;E
RS;Butiá;Imperial Carbonífera;0;1.462;3;19;0.0;D
RS;Caçapava do Sul;Pampa Gaúcho;88.213;731;4;14;166276.0;C
RS;Cachoeira do Sul;Central;112.223;555;8;60;0.0;C
RS;Cacique Doble;Rota das Araucárias;0;182;1;2;0.0;D
RS;Caibaté;Rota Missões;0;67;0;0;0.0;D
RS;Caiçara;Rota Águas e Pedras;0;0;1;2;0.0;D
RS;Camaquã;Costa Doce Gaúcha;40.201;366;5;29;0.0;C
RS;Cambará do Sul;Campos de Cima da Serra;16.230;1.659;14;47;308140.0;C
RS;Campina das Missões;Rota do Rio Uruguai;0;0;1;3;0.0;D
RS;Campinas do Sul;Rota Termas e Lagos;8.236;231;0;0;0.0;D
RS;Campo Bom;Vale Germânico;38.135;579;2;12;0.0;D
RS;Campo Novo;Rota do Yucumã;0;0;0;0;0.0;E
RS;Campos Borges;Alto da Serra do Botucaraí;14.240;0;0;0;0.0;D
RS;Candelária;Vale do Rio Pardo;21.204;2.192;5;18;0.0;D
RS;Cândido Godói;Rota do Rio Uruguai;0;121;0;0;0.0;D
RS;Candiota;Pampa Gaúcho;11.556;312;3;8;0.0;D
RS;Canela;Hortênsias;147.149;9.350;48;564;5492866.0;B
RS;Canguçu;Costa Doce Gaúcha;44.663;375;2;16;0.0;C
RS;Capão Bonito do Sul;Rota das Araucárias;0;0;0;0;0.0;E
RS;Capão da Canoa;Litoral Norte Gaúcho;393.051;34.499;36;147;1034343.0;B
RS;Capitão;Vale do Taquari;0;0;0;0;0.0;E
RS;Capivari do Sul;Litoral Norte Gaúcho;0;0;0;0;0.0;D
RS;Carazinho;Rota das Terras Encantadas;4.217;4.290;9;74;0.0;C
RS;Carlos Barbosa;Uva e Vinho;22.930;91;2;9;0.0;D
RS;Casca;Uva e Vinho;1.125;0;1;3;0.0;D
RS;Caseiros;Rota das Araucárias;0;0;0;0;0.0;E
RS;Caxias do Sul;Uva e Vinho;479.511;13.600;27;405;4894743.0;B
RS;Cerro Branco;Centro-Serra;0;0;0;0;0.0;E
RS;Cerro Grande do Sul;Costa Doce Gaúcha;0;432;0;0;0.0;D
RS;Cerro Largo;Rota Missões;8.236;389;2;11;0.0;D
RS;Chapada;Cultura e Tradição;0;0;1;1;0.0;D
RS;Charqueadas;Imperial Carbonífera;8.553;118;3;9;0.0;D
RS;Charrua;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Chiapetta;Rota do Yucumã;14.888;0;0;0;0.0;D
RS;Chuí;Costa Doce Gaúcha;0;4.716;6;83;0.0;C
RS;Colinas;Vale do Taquari;6.776;0;0;0;0.0;D
RS;Colorado;Rota das Terras Encantadas;11.697;0;1;2;0.0;D
RS;Condor;Rota das Águas,Culturas e Sabores;0;0;0;0;0.0;D
RS;Constantina;Cultura e Tradição;2.236;120;0;0;0.0;D
RS;Coqueiro Baixo;Vale do Taquari;8.236;0;0;0;0.0;D
RS;Coqueiros do Sul;Rota das Terras Encantadas;0;0;0;0;0.0;E
RS;Coronel Barros;Rota das Águas,Culturas e Sabores;0;84;0;0;0.0;D
RS;Coronel Bicaco;Rota do Yucumã;0;0;0;0;0.0;D
RS;Coronel Pilar;Uva e Vinho;0;0;0;0;0.0;E
RS;Cotiporã;Uva e Vinho;0;0;0;0;0.0;D
RS;Crissiumal;Rota do Yucumã;10.363;303;3;4;0.0;D
RS;Cruz Alta;Rota das Terras Encantadas;60.559;521;14;91;565044.0;C
RS;Cruzaltense;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Cruzeiro do Sul;Vale do Taquari;0;0;0;0;0.0;E
RS;Derrubadas;Rota do Yucumã;0;258;1;8;0.0;D
RS;Dezesseis de Novembro;Rota Missões;0;0;0;0;0.0;E
RS;Dois Irmãos;Vale Germânico;14.888;370;2;8;0.0;D
RS;Dois Irmãos das Missões;Rota Águas e Pedras;0;254;0;0;0.0;D
RS;Dois Lajeados;Vale do Taquari;0;0;0;0;0.0;E
RS;Dom Feliciano;Costa Doce Gaúcha;8.236;0;0;0;0.0;D
RS;Dom Pedrito;Pampa Gaúcho;2.525;1.042;5;30;0.0;D
RS;Dona Francisca;Região Turística da Quarta Colônia;0;0;0;0;0.0;E
RS;Doutor Maurício Cardoso;Rota do Rio Uruguai;0;0;0;0;0.0;E
RS;Doutor Ricardo;Vale do Taquari;0;0;0;0;0.0;E
RS;Encantado;Vale do Taquari;10.472;89;4;6;0.0;D
RS;Encruzilhada do Sul;Vale do Rio Pardo;23.124;0;4;12;0.0;D
RS;Entre-Ijuís;Rota Missões;0;0;1;10;0.0;D
RS;Erebango;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Erechim;Rota Termas e Lagos;87.999;2.472;21;128;1639074.0;B
RS;Ernestina;Cultura e Tradição;8.236;0;0;0;0.0;D
RS;Erval Grande;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Erval Seco;Rota Águas e Pedras;17.011;0;0;0;0.0;D
RS;Esperança do Sul;Rota do Yucumã;0;0;0;0;0.0;E
RS;Espumoso;Rota das Terras Encantadas;24.514;0;1;6;0.0;D
RS;Estação;Rota Termas e Lagos;0;0;0;0;0.0;E
RS;Estância Velha;Vale Germânico;8.236;288;0;0;0.0;D
RS;Estrela;Vale do Taquari;33.899;731;2;12;0.0;D
RS;Estrela Velha;Centro-Serra;0;100;0;0;0.0;D
RS;Fagundes Varela;Uva e Vinho;0;0;1;0;0.0;D
RS;Farroupilha;Uva e Vinho;29.724;862;5;76;899559.0;C
RS;Faxinal do Soturno;Região Turística da Quarta Colônia;0;0;2;6;0.0;D
RS;Fazenda Vilanova;Vale do Taquari;0;0;0;0;0.0;E
RS;Feliz;Vale da Felicidade;14.888;221;1;3;0.0;D
RS;Flores da Cunha;Uva e Vinho;17.486;75;3;34;0.0;D
RS;Floriano Peixoto;Rota Termas e Lagos;0;731;0;0;0.0;D
RS;Fontoura Xavier;Alto da Serra do Botucaraí;3.026;0;2;26;0.0;D
RS;Fortaleza dos Valos;Rota das Terras Encantadas;0;328;0;0;0.0;D
RS;Frederico Westphalen;Rota Águas e Pedras;17.011;2.367;7;39;412689.0;C
RS;Garibaldi;Uva e Vinho;27.481;0;5;42;0.0;C
RS;Gaurama;Rota Termas e Lagos;0;0;0;0;0.0;D
RS;General Câmara;Imperial Carbonífera;14.888;0;0;0;0.0;D
RS;Getúlio Vargas;Rota Termas e Lagos;591;77;2;7;0.0;D
RS;Giruá;Rota Missões;728;242;1;9;0.0;D
RS;Glorinha;Delta do Jacuí;0;0;0;0;0.0;E
RS;Gramado;Hortênsias;959.445;39.774;163;2.758;60900000000000,00;A
RS;Gramado Xavier;Alto da Serra do Botucaraí;0;182;1;1;0.0;D
RS;Gravataí;Delta do Jacuí;25.412;2.817;7;62;622297.0;C
RS;Guaíba;Costa Doce Gaúcha;19.039;1.658;6;34;0.0;C
RS;Guaporé;Uva e Vinho;3.249;277;2;10;0.0;D
RS;Harmonia;Vale da Felicidade;2.236;0;0;0;0.0;D
RS;Herveiras;Vale do Rio Pardo;0;0;0;0;0.0;D
RS;Horizontina;Rota do Rio Uruguai;9.881;210;4;32;0.0;D
RS;Hulha Negra;Pampa Gaúcho;0;0;0;0;0.0;E
RS;Humaitá;Rota do Yucumã;0;0;0;0;0.0;E
RS;Ibarama;Centro-Serra;0;0;0;0;0.0;E
